county,year,f_0,f_1,f_5,f_10,f_15,f_20,f_25,f_30,f_35,f_40,f_45,f_50,f_55,f_60,f_65,f_70,f_75,f_80,f_85,f_90,m_0,m_1,m_5,m_10,m_15,m_20,m_25,m_30,m_35,m_40,m_45,m_50,m_55,m_60,m_65,m_70,m_75,m_80,m_85,m_90,total_population,children_under_5,working_age,elderly_65plus,sex_ratio,dependency_ratio,child_dependency_ratio,elderly_dependency_ratio,pct_children,pct_elderly
TaitaTaveta,2024,4519.3154296875,17338.33984375,19843.33203125,20914.53125,20319.693359375,16550.908203125,14246.32421875,12741.048828125,12957.6669921875,10623.21484375,9580.7265625,8033.96630859375,6931.5498046875,5285.62353515625,3748.417724609375,2313.068359375,1495.717529296875,983.3338623046875,580.15625,379.5366516113281,4567.107421875,17513.86328125,20023.84375,21138.7734375,20849.466796875,18065.8359375,15431.625,14578.2421875,14654.259765625,12232.044921875,10512.765625,8845.5791015625,6750.5556640625,5031.2236328125,3426.823974609375,1875.7503662109375,1239.7864990234375,555.42333984375,230.882080078125,121.29484558105469,387031.61921691895,43938.6259765625,244222.3212890625,16950.191482543945,104.36075289401339,24.931716780727097,17.991240827064523,6.940475953662578,11.352722567076952,4.3795366168891485
TanaRiver,2024,11668.5546875,44767.84375,53909.4765625,47962.1015625,38796.859375,32528.48828125,26514.857421875,19869.9375,17400.96875,13351.642578125,10727.306640625,8904.34765625,6270.931640625,5838.04296875,3297.82177734375,2303.93115234375,1086.03173828125,608.8873291015625,507.6542663574219,462.5513000488281,12473.98046875,47836.75390625,58294.82421875,51878.2890625,41611.859375,33491.640625,24420.748046875,19226.337890625,17323.353515625,14732.9482421875,11308.455078125,9739.2783203125,7093.896484375,6129.97607421875,3096.272705078125,2096.38720703125,1266.97998046875,569.016845703125,335.72845458984375,236.2706298828125,709941.2340698242,116747.1328125,365281.87646484375,15867.533386230469,104.72485249868144,36.304748399280044,31.96083362863918,4.343914770640866,16.44461924591038,2.235048849785483
Tharaka-Nithi,2024,3754.864990234375,14405.998046875,18282.828125,20266.5703125,20272.966796875,14681.16796875,12103.626953125,12163.4921875,12471.0244140625,10138.8720703125,9884.744140625,7223.63671875,6731.03369140625,5081.9697265625,3971.07568359375,2749.463134765625,1680.3289794921875,1167.704345703125,771.3665771484375,493.3367614746094,3768.1123046875,14450.421875,18489.859375,20350.20703125,20017.181640625,14863.87890625,11870.7275390625,11805.7470703125,12026.640625,10276.052734375,9327.5869140625,7277.291015625,6511.25830078125,4901.06689453125,3330.365234375,2078.526611328125,1374.607421875,678.9261474609375,337.22265625,200.63992309570312,352232.3918457031,36379.397216796875,219629.96630859375,18833.5634765625,97.5547686698425,25.139083532791574,16.563949732470277,8.575133800321296,10.328237282825773,5.346914114819009
TransNzoia,2024,14860.892578125,57015.484375,74798.6171875,77811.46875,72318.046875,50234.0546875,39975.55078125,35812.109375,29837.544921875,26947.28515625,21035.1171875,18174.353515625,14969.5185546875,10504.740234375,6762.08984375,3954.643798828125,2764.965576171875,1678.08447265625,807.1741943359375,430.0279541015625,15206.3515625,58315.0,75274.78125,78013.9609375,73296.4140625,49715.4609375,36443.9296875,33503.8515625,30313.3046875,26013.669921875,20312.439453125,16328.822265625,13333.8671875,9803.0849609375,6012.40283203125,3440.89306640625,2241.802734375,1029.2242431640625,458.4958801269531,245.96542358398438,1109995.4926757812,145397.728515625,628873.166015625,29825.77001953125,97.96892910290363,27.863090366110903,23.12035818555064,4.742732180560268,13.09894765114098,2.6870172191089305
Turkana,2024,15272.775390625,58595.7578125,75537.4296875,71303.390625,63215.40625,50044.328125,41384.3515625,31177.40625,26784.8515625,20228.66015625,14930.7607421875,11644.294921875,8007.828125,7358.85986328125,4878.546875,3467.66455078125,1896.08642578125,909.172607421875,461.5853576660156,311.13836669921875,15581.8017578125,59754.86328125,78856.96875,78862.796875,78480.953125,62897.61328125,45275.5078125,31595.9609375,24775.21875,20350.462890625,14543.6953125,11712.125,7151.03515625,6108.6923828125,3587.457275390625,2543.32861328125,1565.69775390625,581.453369140625,244.0716094970703,157.1109161376953,1052037.1101074219,149205.1982421875,577668.0122070312,20603.313720703125,107.33460080335846,29.39551929041775,25.8288835610156,3.5666357294021456,14.1825033364985,1.9584208126079652
UasinGishu,2024,16969.267578125,65104.671875,77082.984375,81349.0625,83296.25,78277.875,62503.8515625,52655.57421875,44142.33984375,34785.7109375,28446.951171875,20580.1328125,16156.9072265625,10512.1201171875,7069.6337890625,3962.712646484375,3095.41259765625,1963.903564453125,891.1046142578125,452.81427001953125,17201.6015625,65966.8203125,78651.1796875,80202.6875,80307.7578125,78299.4140625,62609.390625,52912.890625,46709.14453125,37254.98046875,29919.873046875,21499.796875,15948.6025390625,10239.6103515625,6374.96240234375,3578.168701171875,2531.6123046875,1177.501220703125,483.98748779296875,239.15164184570312,1381408.4144592285,165242.361328125,867059.173828125,31820.965240478516,100.40763905266303,22.727782891513108,19.057795167378114,3.669987724134997,11.96187598095755,2.303516100481788
Vihiga,2024,6878.5849609375,26390.53515625,37660.140625,42300.99609375,39518.3515625,23126.82421875,18013.6015625,17703.65625,16933.26171875,15230.765625,13064.0,13270.431640625,11978.841796875,10322.0771484375,7678.16015625,4650.53369140625,3568.05078125,2278.692626953125,1076.07421875,537.3763427734375,6819.83251953125,26153.53515625,37310.30859375,41603.265625,39295.5,23336.32421875,15401.5654296875,15212.890625,15284.57421875,13540.02734375,11637.982421875,10514.783203125,9362.7529296875,8301.30859375,6205.908203125,3965.79736328125,2657.929931640625,1231.3677978515625,550.40478515625,291.7005310058594,600858.7156677246,66242.48779296875,341049.5205078125,34691.99642944336,92.47129069830787,29.5952576247941,19.423128844848005,10.172128779946096,11.024636252360015,5.77373607552496
Wajir,2024,14356.513671875,55080.53125,71445.125,63081.03125,50771.3359375,36663.02734375,32402.701171875,25341.755859375,21611.01953125,16138.119140625,8178.3994140625,7072.056640625,3942.3935546875,3292.708251953125,1511.4853515625,1242.252197265625,513.170654296875,276.610595703125,268.1299743652344,333.7666320800781,14488.265625,55561.3828125,75076.03125,77040.5390625,67038.9453125,41588.40625,31702.75390625,26893.8671875,20808.76953125,20462.83203125,11575.58984375,11973.068359375,6074.8701171875,5922.048828125,2393.6162109375,1794.484130859375,1028.523193359375,409.173095703125,234.64678955078125,199.80958557128906,885789.7565460205,139486.693359375,449454.6682128906,10205.668411254883,114.20612947947009,33.30533029411677,31.03465226292969,2.270678031187079,15.747155837890759,1.1521547111867798
WestPokot,2024,14056.75390625,53929.61328125,61345.90234375,54186.671875,43854.33984375,35179.5390625,26543.03125,21028.890625,15577.4638671875,13200.9580078125,11653.689453125,8793.4287109375,6072.99658203125,5682.0341796875,4351.51025390625,2727.834228515625,1488.4725341796875,808.9605102539062,451.68353271484375,318.1213073730469,14252.7724609375,54657.3203125,61526.53125,54280.9921875,44608.44921875,33848.28125,25609.341796875,20987.4609375,15638.484375,13111.466796875,11585.7412109375,8422.25,5870.63623046875,4660.39892578125,3302.201904296875,2112.10888671875,1228.964111328125,472.9495849609375,194.3214874267578,110.89727783203125,757733.4655609131,136896.4599609375,371928.88232421875,17568.025619506836,98.74877339426956,41.53065086399882,36.8071603112559,4.723490552742928,18.066571714580366,2.3184967297837487
Baringo,2025,10610.80859375,40559.1171875,49912.70703125,49951.28125,45563.42578125,35357.9375,26965.01171875,21183.919921875,17909.2578125,14805.767578125,13433.279296875,11131.0537109375,8244.6337890625,6546.482421875,4840.62060546875,3152.05908203125,1884.441162109375,1154.99365234375,716.5284423828125,509.2127685546875,11131.3974609375,42543.84375,52272.1171875,52555.02734375,48834.03125,37330.37890625,26316.783203125,21130.47265625,18206.69921875,14995.1318359375,12795.21875,10015.775390625,7888.2646484375,6345.4453125,4394.9482421875,2749.845703125,1684.5107421875,712.4365234375,322.5388488769531,192.70449829101562,736850.1107788086,104845.1669921875,404998.970703125,22314.840270996094,102.1910864986753,31.397612453784546,25.88776134669285,5.509851107091693,14.228832357963839,3.028409705660569
Bomet,2025,12891.265625,49276.03125,63468.625,68503.125,66053.1796875,50277.19140625,40497.62109375,36668.84765625,23304.10546875,22489.69921875,20837.638671875,13373.015625,12384.1552734375,8822.990234375,6137.85107421875,3826.78271484375,2735.8779296875,1878.6602783203125,1059.315673828125,565.2667846679688,13337.76953125,50976.515625,65991.7890625,68395.421875,66903.125,48557.65625,36952.99609375,32860.6015625,28485.8671875,23466.173828125,20490.62109375,13026.5361328125,10954.525390625,8261.8232421875,5348.20068359375,3208.9189453125,2074.1953125,955.43115234375,446.8656005859375,251.95596313476562,1005998.2351989746,126481.58203125,584668.3701171875,28489.32211303711,99.18735847713495,26.505778671287732,21.633046782725526,4.872731888562208,12.572743927948684,2.8319455359086447
Bungoma,2025,29821.671875,113992.140625,153643.0,162378.03125,151074.46875,100131.9296875,78021.6328125,70582.1796875,56462.515625,52767.2421875,42242.26171875,37702.3828125,32665.14453125,23876.755859375,15693.830078125,8851.451171875,6406.99560546875,3762.663330078125,1721.313720703125,885.7904663085938,29776.5546875,113805.546875,154372.203125,160061.203125,151558.625,96802.2890625,67858.8984375,61016.76953125,54427.0703125,47138.6796875,39335.453125,31160.6328125,27786.8515625,20534.884765625,12317.35546875,6537.2099609375,4875.4775390625,2252.61328125,919.5369873046875,486.1289367675781,2225707.386077881,287395.9140625,1243146.66796875,64710.36654663086,94.7790072545642,28.323792331315005,23.118423711989912,5.205368619325096,12.912565050563371,2.907406739601238
Busia,2025,13342.4482421875,51002.3203125,67646.421875,73027.03125,70962.765625,47916.90625,37488.0703125,33077.60546875,26543.041015625,23734.91796875,18668.25,18882.55078125,16026.90234375,12159.5361328125,8261.07421875,5049.79638671875,3423.37890625,2017.696533203125,1017.26318359375,566.142822265625,13267.853515625,50710.46875,66070.4296875,71057.828125,69148.0,44879.96875,30586.6171875,27375.458984375,25395.40234375,21372.513671875,16322.40234375,14264.732421875,12343.787109375,9234.4541015625,5853.548828125,3506.24462890625,2553.204345703125,1167.5478515625,496.34619140625,264.8921203613281,1016685.8205871582,128323.0908203125,576383.8828125,34177.1360168457,91.53330384239332,28.193055302696617,22.263476590315506,5.9295787123811134,12.62170556742919,3.361622177154754
Elgeyo-Marakwet,2025,6365.0078125,24329.830078125,30022.8515625,30442.515625,29401.8984375,22417.06640625,17192.490234375,14322.98046875,11763.265625,10100.861328125,9268.123046875,6695.79052734375,5947.39697265625,4485.12890625,3274.5419921875,2187.58740234375,1495.123779296875,897.8739013671875,468.7363586425781,273.828857421875,6450.28515625,24652.78125,30914.12890625,30289.021484375,29747.98046875,24117.45703125,17361.1484375,14084.140625,12487.453125,10425.869140625,9238.921875,6189.103515625,5654.5986328125,4232.654296875,3082.16845703125,1726.846435546875,1239.40283203125,541.822265625,209.81439208984375,110.15907287597656,464108.65672302246,61797.904296875,265134.3291015625,15507.905746459961,100.60637151386953,29.15722392694088,23.308148932008972,5.8490749949319065,13.315395737976003,3.341438588100932
Embu,2025,7185.3818359375,27465.65625,32178.681640625,35444.40625,37963.8359375,30676.755859375,25245.783203125,25321.35546875,27447.876953125,22589.65234375,19689.93359375,17898.7734375,14778.3251953125,9688.373046875,7655.2685546875,4885.6396484375,3070.45361328125,2275.263671875,1558.068359375,933.3946533203125,7406.1298828125,28305.98828125,32610.8984375,35906.3828125,38986.359375,33654.3828125,27679.75390625,26396.9453125,28016.396484375,23550.087890625,19554.26171875,16475.46875,13887.42578125,8973.16796875,6734.17333984375,3394.2646484375,2369.35498046875,1264.0166015625,591.9744873046875,300.0386962890625,710010.3516845703,70363.15625,468474.9150390625,35031.91125488281,100.59459684414531,22.497483669129807,15.019620899900895,7.477862769228907,9.910159208673,4.934000070811096
Garissa,2025,16178.00390625,61838.765625,82948.265625,74007.7421875,66332.78125,50883.48046875,42940.875,30814.75,30457.94140625,23494.125,13042.029296875,12617.3388671875,5097.7529296875,6604.140625,2310.347900390625,2824.28173828125,1072.7197265625,658.7833251953125,1097.275390625,1188.866455078125,17951.255859375,68608.4296875,95302.625,94156.890625,82945.34375,60213.8046875,37504.2109375,29135.484375,25093.4375,26680.8984375,16341.58984375,18044.958984375,8216.7890625,9527.2294921875,3220.75537109375,3337.3388671875,1580.4051513671875,778.9672241210938,828.7312622070312,652.1314086914062,1126531.5442504883,164576.455078125,595988.9619140625,19550.60382080078,114.00257849490636,30.894374001086895,27.61401059334649,3.2803634077404014,14.609129759222334,1.7354688309068456
HomaBay,2025,17551.96484375,67091.2578125,85008.25,90700.921875,79824.375,59088.32421875,47086.2109375,43887.1015625,31468.3671875,27484.64453125,22057.748046875,18144.1328125,17611.52734375,14718.96875,10765.59375,6781.6123046875,4223.33642578125,2403.53369140625,1239.05029296875,704.8295288085938,17741.51953125,67807.515625,84463.28125,90278.234375,78741.609375,52870.03515625,37913.46484375,34327.1484375,32032.779296875,25630.3359375,17468.408203125,13502.8017578125,12291.57421875,10278.794921875,7261.97265625,4401.8603515625,2859.40966796875,1271.189208984375,579.3599243164062,346.98577880859375,1239910.0314331055,170192.2578125,676428.3525390625,42838.73358154297,91.39088051686537,31.493504167056752,25.160426403426328,6.333077763630422,13.726177988558524,3.4549872567793773
Isiolo,2025,6493.28466796875,24820.16015625,29311.03515625,26565.4921875,23550.03515625,19209.91015625,15458.03125,12975.140625,10608.0107421875,7467.7109375,5707.93212890625,4718.61376953125,4077.654541015625,3227.46826171875,1819.6478271484375,1350.7415771484375,683.396484375,429.7054443359375,352.6097412109375,287.6380310058594,6643.17431640625,25389.9921875,30955.076171875,29603.22265625,28177.1875,21463.53515625,16748.51953125,14456.4951171875,11826.03515625,9341.021484375,6464.583984375,5632.5263671875,4179.82080078125,3976.321533203125,1983.060546875,1343.805419921875,843.18115234375,373.5682373046875,204.5297088623047,138.2657928466797,418858.14166259766,63346.611328125,229266.55419921875,9810.149963378906,110.3607387254993,31.909042096011575,27.63011445318824,4.278927642823331,15.123643311952744,2.34211753039798
Kajiado,2025,21968.349609375,83968.3828125,91548.796875,81870.84375,76140.4453125,92300.796875,83881.703125,66013.5546875,54510.36328125,39038.3359375,29288.06640625,22397.06640625,14417.8369140625,9888.26171875,5743.94091796875,3534.22265625,2099.73974609375,1239.0029296875,734.1431884765625,479.3232421875,22526.861328125,86092.171875,92930.109375,78902.0625,70900.1484375,83231.640625,81552.09375,68968.234375,59481.58984375,43164.87890625,34009.17578125,25445.77734375,15955.384765625,9896.892578125,5553.755859375,3132.56689453125,1985.97607421875,827.3866577148438,348.541259765625,189.48568725585938,1566157.910308838,214555.765625,980482.2470703125,25868.08511352539,100.51616279546809,24.52097949319465,21.88267725051566,2.638302242678988,13.699497618518604,1.6516907358610056
Kakamega,2025,21695.09375,82928.09375,115517.109375,124920.703125,117199.5390625,75596.6796875,60298.16015625,57808.875,46465.5078125,43013.10546875,34488.6875,33119.4140625,27887.419921875,22319.48046875,15272.0859375,8696.9736328125,6544.75244140625,3605.024658203125,1481.0267333984375,699.6434326171875,21581.427734375,82483.515625,115071.7578125,121787.921875,115042.3671875,72310.359375,49258.515625,46713.14453125,43935.71875,38370.2890625,30740.93359375,26292.01171875,22878.17578125,18055.451171875,11854.162109375,6835.9033203125,4788.32080078125,2097.603759765625,850.093994140625,432.4032287597656,1730937.4530334473,208688.130859375,981793.8359375,63157.994049072266,92.421017186851,27.688717830344245,21.255799661860973,6.432918168483271,12.056364630255793,3.6487739021643235
Kericho,2025,12533.4423828125,47908.2734375,60668.203125,64997.23046875,63279.2109375,50972.66796875,42738.22265625,38334.8125,26258.765625,23706.689453125,21030.81640625,14457.8828125,13335.9296875,9631.4267578125,6342.73828125,3682.884765625,2386.78759765625,1608.346923828125,979.6444091796875,613.0489501953125,12867.8544921875,49180.51953125,62012.4375,64731.8515625,63518.15625,50500.11328125,40904.9609375,36619.91796875,31490.248046875,26179.6796875,21947.125,14380.837890625,12385.310546875,8943.189453125,6168.2333984375,3654.783935546875,2135.26220703125,918.1203002929688,425.23828125,252.2447509765625,1014683.110168457,122490.08984375,610615.9638671875,29167.33380126953,100.74170216630883,24.836793110441164,20.060086386865624,4.776706723575539,12.071758031274836,2.874526392424842
Kiambu,2025,36152.2734375,138189.734375,140968.828125,130996.6953125,148859.4375,192694.84375,169877.625,140828.921875,134258.6875,97994.8203125,76225.65625,60743.12890625,40941.75390625,24822.12109375,17394.79296875,10883.734375,7991.17138671875,5070.56689453125,2547.360107421875,1331.805419921875,36915.90234375,141091.390625,141451.671875,128197.875,132704.765625,175437.96875,165991.765625,142243.0625,129684.1875,101093.0234375,80338.203125,62805.13671875,43242.9140625,24776.291015625,15566.2099609375,8992.4443359375,5508.1630859375,2252.683349609375,924.191650390625,487.77410888671875,3118479.583190918,352349.30078125,2145564.314453125,78950.89764404297,97.52540041650515,20.101946864045672,16.42222041109306,3.6797264529526106,11.298752849961456,2.531711224585224
Kilifi,2025,24555.75390625,93862.78125,112839.484375,112677.140625,108740.453125,87819.71875,72820.296875,60901.625,45196.8125,45102.2265625,30813.43359375,26692.185546875,21124.876953125,22490.2890625,13202.142578125,7829.16748046875,4980.30615234375,2720.80615234375,1363.830810546875,721.6296997070312,24959.4453125,95394.1953125,114416.3359375,111942.5390625,108578.6875,84455.984375,64345.8515625,49438.11328125,42467.78125,38303.37109375,31551.7890625,25200.060546875,19142.01953125,14497.337890625,10607.154296875,5416.10400390625,4014.006591796875,1605.464599609375,524.6423950195312,236.70553588867188,1743552.5501403809,238772.17578125,999682.9140625,53221.96029663086,94.49416044262706,29.208675267968566,23.884791109505947,5.323884158462613,13.69457867857355,3.052501072729109
Kirinyaga,2025,9134.1494140625,34914.69921875,40496.36328125,43178.2734375,47103.1640625,37284.875,32794.51953125,37153.484375,44588.16015625,37111.01171875,31630.701171875,28878.259765625,22600.5703125,13881.6513671875,10897.8515625,7325.0498046875,4412.50048828125,3230.900634765625,2287.237060546875,1371.2861328125,9182.31640625,35094.515625,40702.80859375,43078.6015625,47834.84765625,39582.32421875,33102.4375,36956.546875,43291.89453125,37051.3359375,31390.345703125,28139.25390625,22104.470703125,13496.5712890625,9335.345703125,5221.58984375,3329.012451171875,1567.3934326171875,728.2620849609375,407.6228332519531,971872.2053527832,88325.6806640625,665976.42578125,50114.0520324707,98.23013272170995,20.787482459928068,13.262583665848016,7.524898794080051,9.088199063373859,5.156444618588473
Kisii,2025,15898.4482421875,60770.7890625,85157.921875,95777.234375,86594.421875,62910.03515625,56147.59765625,54861.671875,38495.4453125,32448.16015625,32077.91015625,19686.666015625,24552.25390625,18976.39453125,12163.953125,6829.166015625,4027.00390625,2568.808349609375,1545.7054443359375,954.9276733398438,16019.578125,61226.30859375,85434.921875,95515.3046875,84298.265625,54854.0078125,44286.0703125,41804.875,37158.5625,31667.3984375,25301.935546875,19320.984375,21473.875,15750.6416015625,9521.3466796875,5251.7900390625,3407.1142578125,1547.607421875,701.016357421875,409.1221923828125,1367395.2411499023,153915.1240234375,802667.1728515625,48927.561462402344,91.93006794466116,25.2710827534181,19.175460169454453,6.095622583963644,11.256081591596264,3.5781579451203167
Kisumu,2025,17084.9765625,65306.21875,80106.984375,88594.03125,86149.8671875,73872.828125,61363.15234375,52340.20703125,39955.56640625,30981.0859375,22085.224609375,20880.09765625,18509.400390625,15155.15625,10598.443359375,6199.9423828125,4019.43701171875,2265.21826171875,1086.8421630859375,577.5777587890625,17036.955078125,65114.6953125,80086.421875,86704.890625,81029.9609375,66096.9375,54139.875,48777.25,44574.82421875,34502.828125,23377.189453125,18058.89453125,14766.2177734375,11588.640625,7980.66796875,4654.86572265625,2886.0263671875,1200.423095703125,507.3835754394531,279.7626953125,1360496.9682922363,164542.845703125,818205.2041015625,42256.59036254883,95.15622079535936,25.27476420695121,20.11021744646598,5.164546760485232,12.09431917438724,3.1059672566261876
Kitui,2025,14117.0,53961.3203125,72318.1484375,86119.3984375,85868.0390625,51400.0390625,39700.75390625,39444.0,39093.7734375,33820.3671875,31909.59765625,24622.6484375,19479.98828125,15782.2724609375,13086.958984375,9538.2958984375,5568.13330078125,3655.00439453125,2549.471923828125,1815.2291259765625,14417.05078125,55101.48828125,73997.7578125,87301.0078125,88010.9765625,52363.38671875,35622.5546875,32872.234375,32216.546875,28638.53125,26059.9375,20615.546875,16764.94140625,13171.6474609375,10042.787109375,5950.2451171875,4530.55517578125,2384.18505859375,1144.118896484375,683.6641845703125,1245739.6042480469,137596.859375,727457.783203125,60948.649169921875,93.48276032130391,27.293062653160565,18.914755268565102,8.378307384595463,11.045394952989088,4.892567352124258
Kwale,2025,16276.37109375,62215.14453125,73304.3359375,69407.578125,62291.92578125,48746.2421875,42058.62109375,35101.74609375,29186.287109375,26545.080078125,19055.611328125,13142.4921875,11251.1328125,12113.8310546875,7809.03369140625,4752.26513671875,2439.42333984375,1360.6123046875,827.9599609375,515.8992309570312,16569.109375,63326.33984375,75233.984375,69950.140625,62810.9296875,44224.59375,35913.390625,29878.37890625,26751.232421875,24266.517578125,19772.31640625,15461.0087890625,11706.458984375,9548.7099609375,6877.35888671875,3595.38623046875,2500.3466796875,1048.1512451171875,379.29345703125,173.53384399414062,1058388.7747497559,158386.96484375,579826.5068359375,32279.26400756836,96.57979997752682,32.883323994925185,27.316268396913035,5.56705559801215,14.964913519722355,3.0498494294027663
Laikipia,2025,7897.3330078125,30187.044921875,34796.984375,34625.9453125,34037.375,26813.82421875,22231.3359375,21103.51953125,20220.921875,16938.41015625,14460.302734375,13067.0107421875,10069.416015625,6887.04296875,5095.03076171875,3331.7099609375,2327.976806640625,1284.8245849609375,584.4589233398438,321.0675354003906,8142.62060546875,31120.83203125,35634.97265625,35924.125,35844.99609375,27280.685546875,22027.8203125,20679.150390625,20620.3828125,17471.447265625,14518.3388671875,12637.15625,9740.37890625,6253.52734375,4343.31640625,2870.95703125,2003.135009765625,833.5169677734375,325.3359375,163.5576934814453,614717.7884979248,77347.83056640625,372903.04296875,23484.887619018555,100.70350886663037,27.039929034281112,20.74207546031963,6.297853573961485,12.582656954731572,3.820434036308652
Lamu,2025,2364.9921875,9040.0302734375,10719.5390625,10335.880859375,9652.2666015625,7730.8525390625,6377.4130859375,5717.2890625,5167.56884765625,4425.072265625,3657.331298828125,2872.87109375,2465.934814453125,1891.02392578125,1267.140625,750.855712890625,392.4959716796875,205.94476318359375,115.9763412475586,89.5113525390625,2498.958740234375,9550.9365234375,11068.62109375,10778.1865234375,10377.72265625,9812.9384765625,8458.927734375,6975.51220703125,6062.34033203125,5301.5810546875,4453.6474609375,3474.8369140625,2713.965087890625,1966.0439453125,1306.934814453125,763.0872802734375,480.08221435546875,182.77505493164062,68.44517517089844,35.29914855957031,181570.83312225342,23454.917724609375,109555.13940429688,5658.548454284668,113.01132445483762,26.574258713190208,21.40923543354046,5.165023279649748,12.91777832446082,3.116441312176341
Machakos,2025,18497.435546875,70705.265625,82528.140625,88752.5703125,91292.6328125,86373.828125,76130.7890625,68250.515625,67622.4609375,53813.7109375,41540.0390625,33734.2109375,27523.939453125,22047.15625,16138.33984375,9071.279296875,6302.51806640625,4526.49462890625,2671.248291015625,1485.05126953125,18947.99609375,72418.625,85041.453125,89481.734375,91795.296875,89744.03125,78393.5,71138.6328125,69380.765625,56313.96484375,45480.2890625,34347.2734375,27390.974609375,21309.6796875,13129.962890625,6854.033203125,4264.4755859375,2198.168212890625,1187.571044921875,705.5309448242188,1748531.5853881836,180569.322265625,1153623.69140625,68534.6732788086,101.21015416286289,21.59317612841147,15.652359050074093,5.940817078337378,10.32691223736388,3.919555920609436
Makueni,2025,10742.4306640625,41062.25,55334.8984375,67452.421875,68669.4375,43202.60546875,36169.93359375,35536.8515625,36234.6796875,30850.76953125,30034.908203125,22307.779296875,18919.576171875,16561.9921875,13325.263671875,7816.1904296875,5227.07763671875,3763.451171875,2296.820556640625,1264.5357666015625,11049.09375,42229.28125,57195.25,68328.296875,72493.046875,50069.37890625,37444.0859375,34549.0859375,34702.59765625,29826.8671875,26925.6875,21017.05078125,16914.42578125,14220.9580078125,10172.43359375,5688.10693359375,3736.349365234375,1940.018310546875,1026.5538330078125,630.8099365234375,1086933.2518310547,105083.0556640625,676651.7177734375,56887.61120605469,98.79026864362996,23.937080571241474,15.529858700402698,8.407221870838773,9.66784809343526,5.233772277204829
Mandera,2025,20929.8671875,79989.484375,93962.25,76343.0078125,62331.6953125,44185.0078125,33562.74609375,25037.10546875,20807.39453125,16315.173828125,8742.337890625,7566.6796875,4276.59130859375,3969.916015625,1776.9637451171875,1568.730712890625,596.7266235351562,322.5163269042969,357.77423095703125,427.702392578125,18133.634765625,69290.828125,85371.9296875,83668.09375,72390.125,46622.6640625,32458.359375,25648.87890625,18442.66796875,18591.96875,10696.091796875,10109.076171875,5588.8310546875,5622.310546875,2463.8125,1824.6575927734375,1091.0194091796875,505.51666259765625,328.6302185058594,257.67877197265625,1012176.446472168,188343.814453125,472965.62158203125,11521.729187011719,101.20005321399925,42.257943182340156,39.82188257639749,2.436060605942664,18.607804509735143,1.1383123196720755
Marsabit,2025,8950.484375,34212.65625,43972.734375,39717.2890625,34444.484375,26798.74609375,20948.333984375,15955.6025390625,12119.904296875,9847.6015625,7760.9677734375,7239.57568359375,4898.8603515625,4241.880859375,2457.455078125,2097.9248046875,891.3896484375,499.6101989746094,475.4221496582031,486.2321472167969,9318.919921875,35616.6171875,45601.34375,44560.30859375,43804.88671875,32930.1640625,25354.69140625,19096.40625,14135.8291015625,12490.1806640625,8628.7294921875,8136.3896484375,5283.56396484375,4736.30029296875,2533.822265625,2193.707763671875,1148.109619140625,518.4031372070312,387.2016906738281,324.537109375,594817.2682495117,88098.677734375,318853.09912109375,14013.815612792969,113.94984311175949,32.02493362261089,27.629864027420652,4.395069595190233,14.811049113224417,2.35598668041939
Meru,2025,19185.41796875,73335.03125,88259.7421875,97461.359375,97915.9140625,75490.4609375,62216.52734375,62219.1015625,65037.0,50355.390625,43583.8203125,31619.111328125,28704.3515625,21663.111328125,16235.431640625,11076.216796875,6213.716796875,4208.591796875,2880.27587890625,1689.6328125,19413.478515625,74197.6875,89422.0234375,97057.484375,93755.03125,78811.6796875,64541.27734375,62163.1640625,65757.375,53973.9453125,42858.1484375,32344.328125,27232.9765625,19629.662109375,13868.5546875,8270.302734375,5357.29541015625,2499.614501953125,1155.76904296875,632.3471069335938,1712292.350769043,186131.615234375,1079872.376953125,74087.74920654297,99.25431327970115,24.097233154081646,17.236445639951263,6.860787514130381,10.870317510370095,4.326816572722987
Migori,2025,20101.1015625,76830.765625,95650.515625,98877.6640625,86931.9140625,68077.484375,52788.4140625,44802.1796875,32125.869140625,27308.65625,22742.01171875,17835.619140625,15613.38671875,12330.8203125,8660.025390625,5107.6162109375,3417.73779296875,1979.116943359375,984.0518188476562,573.7247314453125,19951.93359375,76250.671875,94992.828125,97036.109375,83438.84375,59574.1640625,44802.09765625,38421.21875,33272.8359375,26485.390625,19744.14453125,14566.142578125,11818.51953125,9186.81640625,6000.27392578125,3486.6552734375,2391.898193359375,1084.354248046875,479.5032653808594,278.6374206542969,1336001.7143554688,193134.47265625,721866.529296875,34443.59521484375,92.8579653659681,31.52633605173013,26.75487293258633,4.771463119143798,14.456154552872293,2.5781101060533054
