county,year,f_0,f_1,f_5,f_10,f_15,f_20,f_25,f_30,f_35,f_40,f_45,f_50,f_55,f_60,f_65,f_70,f_75,f_80,f_85,f_90,m_0,m_1,m_5,m_10,m_15,m_20,m_25,m_30,m_35,m_40,m_45,m_50,m_55,m_60,m_65,m_70,m_75,m_80,m_85,m_90,total_population,children_under_5,working_age,elderly_65plus,sex_ratio,dependency_ratio,child_dependency_ratio,elderly_dependency_ratio,pct_children,pct_elderly
Kericho,2022,12060.462890625,46725.0703125,60494.9609375,65211.5078125,58771.1796875,46700.56640625,39213.0390625,36090.00390625,23535.04296875,21179.02734375,18990.69921875,13121.93359375,11925.97265625,8378.1572265625,5354.28369140625,3256.2763671875,2185.7392578125,1601.0570068359375,1001.9786376953125,681.1104125976562,12379.060546875,47931.27734375,61849.3828125,64726.6171875,58315.83203125,45511.40625,37721.4140625,35532.875,28960.435546875,23514.39453125,19772.59375,13012.080078125,11018.9970703125,7697.4501953125,5183.15966796875,3475.051025390625,1726.690185546875,841.31396484375,470.67486572265625,307.7182922363281,956426.4938049316,119095.87109375,558963.1005859375,26085.05337524414,100.72833467768587,25.973257325359594,21.30657121532831,4.666686110031284,12.452171898747114,2.7273453364377764
Kiambu,2022,35047.00390625,135780.34375,141618.78125,132415.90625,139277.171875,177788.09375,156952.9375,133517.5625,121180.875,88179.828125,69339.90625,55543.71875,36897.5546875,21761.775390625,14800.46484375,9700.095703125,7377.6240234375,5088.9443359375,2626.6064453125,1491.427001953125,35777.4609375,138529.046875,142141.234375,129154.34375,122754.34375,159232.578125,154126.140625,138982.8125,120104.421875,91444.2734375,72903.828125,57244.83203125,38760.27734375,21488.94921875,13183.021484375,8617.677734375,4490.0537109375,2081.092529296875,1031.29296875,599.862060546875,2939034.164794922,345133.85546875,1977481.880859375,71088.16284179688,97.73012772070761,21.048082530579997,17.45319938500582,3.5948831455741757,11.7431045750648,2.4187593221379657
Kilifi,2022,23604.212890625,91448.2734375,112385.609375,112911.3671875,100872.8671875,80388.140625,66759.4453125,57274.8515625,40469.63671875,40247.80078125,27795.44140625,24195.9375,18870.625,19539.08984375,11130.060546875,6913.6162109375,4554.060546875,2704.342529296875,1392.927734375,800.5964965820312,23985.755859375,92871.9921875,113986.984375,111797.71875,99566.9296875,76041.6953125,59291.7265625,47933.4765625,39025.63671875,34371.51171875,28401.51171875,22778.205078125,17012.419921875,12463.0732421875,8901.7451171875,5142.4619140625,3240.9892578125,1468.7752685546875,579.7243041992188,288.274169921875,1643409.5106201172,231910.234375,913300.0224609375,47117.57409667969,94.6570542506048,30.55160424937074,25.392557612131117,5.15904663723962,14.111530502673798,2.867062274630536
Kirinyaga,2022,8893.365234375,34454.99609375,40856.87109375,43830.5546875,44258.734375,34551.671875,30432.306640625,35379.5859375,40420.77734375,33539.38671875,28896.7265625,26520.322265625,20454.48828125,12220.5283203125,9310.0302734375,6554.35498046875,4089.135986328125,3254.8056640625,2367.530029296875,1541.7412109375,8937.509765625,34605.71484375,41074.60546875,43582.6015625,44433.2734375,36082.04296875,30870.47265625,36268.51171875,40270.1875,33661.03125,28608.8828125,25759.564453125,19897.455078125,11754.8388671875,7938.248046875,5023.8271484375,2724.10693359375,1453.4520263671875,815.722412109375,503.20989990234375,916093.1724243164,86891.5859375,614280.7890625,45576.164611816406,98.36245179170928,21.564690432771858,14.145255310704371,7.419435122067484,9.485016213749656,4.975057776187248
Kisii,2022,15301.7939453125,59282.75,84923.609375,96099.90625,80432.75,57644.7109375,51521.7578125,51647.2890625,34500.4921875,28988.66796875,28965.873046875,17869.10546875,21960.912109375,16509.04296875,10268.96484375,6038.66943359375,3688.2451171875,2557.466064453125,1581.0164794921875,1060.84033203125,15414.19921875,59683.2265625,85221.765625,95515.625,77403.203125,49443.765625,40841.90625,40563.6796875,34173.0078125,28442.224609375,22795.828125,17483.2109375,19106.466796875,13558.150390625,8001.99462890625,4994.00244140625,2755.386474609375,1418.23583984375,775.9456787109375,499.08203125,1288934.7702636719,149681.9697265625,733852.044921875,43639.849365234375,92.13632867186966,26.34343263462292,20.39675037527455,5.94668225934837,11.612842882339399,3.385729857866054
Kisumu,2022,16449.279296875,63728.37890625,79913.5078125,88919.84375,80045.59375,67715.453125,56330.94140625,49295.66796875,35824.52734375,27686.7265625,19949.72265625,18955.05078125,16557.294921875,13185.0068359375,8947.349609375,5481.9345703125,3680.982666015625,2255.0078125,1111.6129150390625,641.7020874023438,16398.66015625,63495.03125,79911.9609375,86727.7109375,74421.0,59594.03125,49947.62109375,47350.140625,41009.55859375,30999.99609375,21070.1875,16346.8935546875,13141.427734375,9976.689453125,6707.166015625,4425.99267578125,2333.88525390625,1100.06005859375,561.5946044921875,341.2666931152344,1282536.4592590332,160071.349609375,749403.53125,37588.5549621582,95.30746825206602,26.375630261821403,21.359833912495326,5.015796349326076,12.480842041859292,2.930798161003114
Kitui,2022,13602.4169921875,52698.96484375,72192.765625,86499.390625,79842.265625,47159.28515625,36479.0390625,37182.6640625,35083.0625,30256.34765625,28853.21484375,22381.109375,17450.30078125,13749.185546875,11064.232421875,8445.44140625,5106.42822265625,3643.9208984375,2611.560302734375,2019.821044921875,13887.6884765625,53772.63671875,73889.859375,87395.0546875,80903.6640625,47262.7109375,32902.921875,31947.20703125,29673.203125,25758.890625,23509.228515625,18680.91796875,14938.564453125,11354.2412109375,8451.013671875,5665.12451171875,3668.36181640625,2187.544921875,1268.0496826171875,835.2091674804688,1174273.5098266602,133961.70703125,665368.0244140625,54966.708068847656,93.67178478569078,28.394573855043927,20.133475327315224,8.2610985277287,11.408049820609909,4.680911866687816
Kwale,2022,15613.5,60489.76171875,72864.078125,69419.21875,57684.63671875,44543.58203125,38490.6484375,32957.4296875,26090.01953125,23650.25390625,17163.5078125,11899.416015625,10036.193359375,10507.9287109375,6573.40380859375,4189.65185546875,2227.210693359375,1350.1204833984375,844.0166015625,571.1981201171875,15890.466796875,61526.6640625,74801.5,69723.78125,57497.2890625,39757.24609375,33040.05859375,28924.796875,24545.5234375,21742.453125,17773.3515625,13957.4970703125,10389.619140625,8197.15234375,5763.8212890625,3409.0439453125,2016.0654296875,957.5042114257812,418.46990966796875,211.01197814941406,997709.0925445557,153520.392578125,528848.603515625,28531.518325805664,96.7224799139868,34.42420187813768,29.02917613047818,5.395025747659499,15.387290115457086,2.8597031478423163
Laikipia,2022,7616.70947265625,29508.9296875,34779.87890625,34827.5234375,31698.44921875,24629.94921875,20454.314453125,19927.16015625,18185.65625,15182.35546875,13103.71875,11902.37109375,9039.1337890625,6010.58935546875,4315.4013671875,2955.47998046875,2139.25048828125,1283.384521484375,599.665283203125,357.64410400390625,7851.294921875,30399.93359375,35625.0234375,36008.8125,32998.0546875,24651.66796875,20368.8671875,20125.6171875,19026.787109375,15742.880859375,13124.8515625,11474.9248046875,8696.9814453125,5400.3984375,3662.102294921875,2738.974609375,1625.070556640625,766.1029052734375,361.1094055175781,200.01821899414062,579367.0386962891,75376.86767578125,341744.72900390625,21004.203735351562,100.80823803271268,28.202650467223783,22.056482888700142,6.146167578523641,13.010209874106193,3.6253708499910378
Lamu,2022,2280.02490234375,8833.3544921875,10708.97265625,10388.9853515625,8980.357421875,7094.158203125,5860.3837890625,5390.7978515625,4638.37548828125,3959.537109375,3308.021484375,2611.766357421875,2209.455810546875,1648.086669921875,1071.668701171875,665.1532592773438,360.11077880859375,205.383056640625,118.83146667480469,99.63081359863281,2408.548583984375,9325.814453125,11060.5439453125,10797.333984375,9544.8896484375,8857.640625,7811.94140625,6778.60986328125,5583.4892578125,4768.74169921875,4018.62939453125,3149.09716796875,2418.56201171875,1695.1368408203125,1100.165283203125,726.84814453125,388.9370422363281,167.79649353027344,75.89893341064453,43.14484405517578,171154.82528686523,22847.742431640625,100327.67810058594,5023.568817138672,112.79164874913144,27.78028135051251,22.773119904892116,5.007161445620391,13.349166401441797,2.9351020683868447
Machakos,2022,17922.234375,69434.953125,82860.28125,89657.34375,85364.796875,79661.09375,70312.0625,64679.8046875,61007.0859375,48399.9296875,37766.734375,30829.1171875,24789.708984375,19315.939453125,13720.1591796875,8077.5234375,5812.9794921875,4538.33935546875,2751.76904296875,1661.8116455078125,18353.767578125,71065.125,85405.7890625,90092.1953125,84855.9765625,81420.03125,72765.5625,69481.484375,64227.5546875,50915.7578125,41250.8515625,31290.0859375,24537.701171875,18469.98828125,11110.92578125,6562.892578125,3473.005859375,2028.590087890625,1323.735107421875,866.7503662109375,1648061.4389648438,176776.080078125,1061341.267578125,61928.48193359375,101.33576693047046,22.49083959171952,16.655913180640795,5.834926411078726,10.726304001697837,3.7576561449366457
Makueni,2022,10390.642578125,40255.796875,55460.390625,68020.4609375,64099.0234375,39778.34375,33349.4765625,33620.234375,32633.697265625,27697.560546875,27258.2265625,20349.5625,17008.3359375,14481.705078125,11307.158203125,6946.8603515625,4812.119140625,3766.40576171875,2361.656982421875,1412.217041015625,10684.1875,41368.79296875,57339.9765625,68672.640625,66895.453125,45348.64453125,34697.578125,33686.91015625,32069.630859375,26919.515625,24378.1796875,19112.123046875,15125.0615234375,12303.46484375,8592.181640625,5435.8955078125,3036.9423828125,1787.0147705078125,1142.219970703125,773.5840454101562,1024379.8720092773,102699.419921875,620812.7275390625,51374.255798339844,98.90489924693048,24.81806008246187,16.542737506201174,8.275322576260697,10.025521071634733,5.015156701348635
Mandera,2022,19897.013671875,77066.65625,92541.203125,75645.796875,57204.25,39999.13671875,30420.3203125,23279.740234375,18426.236328125,14403.041015625,7800.642578125,6788.78515625,3782.991943359375,3415.6240234375,1485.062255859375,1371.197998046875,539.9071044921875,317.2476806640625,361.6538391113281,469.66229248046875,17237.92578125,66723.65625,84117.625,82642.8828125,65684.03125,41526.73046875,29571.51953125,24580.62890625,16758.533203125,16499.015625,9521.0166015625,9038.6015625,4915.208984375,4784.224609375,2047.8304443359375,1713.2803955078125,872.3109130859375,457.837158203125,359.199462890625,310.48291015625,954578.7112731934,180925.251953125,428400.2790527344,10305.672454833984,100.87252343964839,44.63837531357425,42.23275772676465,2.405617586809601,18.95341366997504,1.0796042623963962
Marsabit,2022,8557.892578125,33155.2265625,43571.5625,39599.98828125,31795.318359375,24397.80078125,19099.62109375,14925.208984375,10795.0400390625,8743.6396484375,6964.6728515625,6530.0830078125,4354.2392578125,3667.609130859375,2061.4560546875,1843.54736328125,811.0721435546875,494.1817932128906,483.44012451171875,537.178466796875,8907.9541015625,34491.203125,45201.1796875,44282.65625,39976.9375,29501.47265625,23240.97265625,18418.05078125,12922.40625,11150.310546875,7728.6630859375,7319.541015625,4673.158203125,4052.8115234375,2116.3603515625,2073.701171875,922.959228515625,472.2591247558594,426.1965026855469,393.71722412109375,560661.2900085449,85112.2763671875,290257.5573730469,12636.069549560547,113.67578754618657,33.67641717976674,29.323018197179586,4.353398982587154,15.180694277268604,2.253779559021805
Meru,2022,18550.3125,71868.28125,88419.90625,98225.734375,91358.296875,69501.546875,57377.44140625,58882.359375,58593.03515625,45230.50390625,39580.640625,28872.9296875,25829.8671875,18954.455078125,13785.19140625,9847.591796875,5724.642578125,4215.37646484375,2962.830322265625,1887.218994140625,18765.513671875,72659.390625,89604.6796875,97493.875,86486.703125,71380.078125,59815.12109375,60635.7265625,60795.2109375,48741.8046875,38830.55078125,29438.416015625,24375.12109375,16995.953125,11721.7822265625,7907.5625,4357.4345703125,2304.2763671875,1286.8173828125,775.7804565429688,1614039.960144043,181843.498046875,991675.76171875,66776.50506591797,99.34585990624743,25.07069474824013,18.336991289542862,6.73370345869727,11.266356629153506,4.137227498379816
Migori,2022,19242.6640625,74539.3828125,94854.03125,98665.40625,80323.265625,62041.6953125,48175.109375,41952.72265625,28639.75390625,24268.47265625,20424.994140625,16098.197265625,13892.11328125,10677.4853515625,7277.4921875,4493.13818359375,3112.81640625,1958.7431640625,1000.6268310546875,633.4925537109375,19094.62109375,73921.890625,94222.171875,96501.140625,76214.4375,53406.9296875,41087.765625,37072.50390625,30433.873046875,23661.11328125,17693.7421875,13106.5107421875,10456.333984375,7867.775390625,5019.28125,3298.43505859375,1925.3094482421875,988.2362060546875,527.5845336914062,338.00421142578125,1259109.2635498047,186798.55859375,657494.794921875,30573.160034179688,93.03450544753305,33.06059915710181,28.41065207458347,4.649947082518343,14.835770333950935,2.4281578191224504
Mombasa,2022,17336.583984375,67166.0078125,71957.0078125,63741.4453125,63306.4765625,84738.671875,80307.2421875,64431.9375,52279.80859375,37637.3515625,26269.107421875,17999.634765625,12129.349609375,7992.10107421875,4664.76611328125,2560.6923828125,1432.608642578125,802.29345703125,414.6827087402344,289.07623291015625,17780.326171875,68844.7890625,71097.984375,61556.53125,54360.1328125,75805.015625,80438.296875,70613.890625,58747.46875,46962.91796875,36141.8203125,25323.1953125,16340.337890625,9160.8193359375,4796.2060546875,2461.503662109375,1221.5762939453125,461.484619140625,176.0201416015625,92.29933166503906,1379839.4620819092,171127.70703125,920985.5766601562,19373.20964050293,103.6793149290953,20.684462547457223,18.580932358552683,2.1035301889045375,12.402001227958186,1.4040191031551255
Murang'a,2022,11703.818359375,45343.34765625,56196.6953125,57367.0390625,53673.90234375,37693.45703125,32646.234375,34670.609375,38815.5,33378.9296875,31207.330078125,28475.47265625,23708.3828125,15863.794921875,12939.240234375,9368.0078125,7565.4970703125,5458.7509765625,2746.24267578125,1321.37255859375,11958.083984375,46301.2734375,57176.6484375,58716.8125,56944.7421875,41120.796875,32989.33203125,36654.46484375,38616.9609375,33873.6953125,30312.91015625,25806.330078125,21452.7734375,14185.443359375,10896.158203125,8182.4814453125,4650.1279296875,2309.5400390625,1162.4322509765625,616.9347534179688,1074071.567199707,115306.5234375,662091.0625,67216.78594970703,98.84925369612702,27.567704765265127,17.41550822361388,10.152196541651252,10.735459997151246,6.258129160327089
Nairobi,2022,66646.59375,258204.59375,258373.890625,228473.671875,246243.25,373205.46875,354624.5625,278356.25,219792.125,145166.09375,97541.6953125,68269.3515625,40740.453125,22342.091796875,12327.013671875,6614.837890625,3890.61865234375,2265.812255859375,1148.1988525390625,731.3966674804688,67919.6640625,262982.5,256069.8125,215393.734375,195670.03125,313651.65625,346006.625,306570.6875,243154.921875,174451.921875,126889.921875,90134.4453125,56074.890625,27909.7890625,13833.2216796875,7137.40771484375,3222.3251953125,1254.259033203125,519.4014892578125,275.4029541015625,5394080.589416504,655753.3515625,3726796.232421875,53219.896057128906,100.9000010470637,19.023665459672838,17.595632029936763,1.4280334297360744,12.156906829481299,0.9866351674750541
Nakuru,2022,32559.68359375,126143.875,148121.8125,152124.21875,140357.046875,123657.25,105128.0390625,95776.6171875,81522.3125,62829.21875,52947.74609375,42160.6328125,30707.779296875,19297.546875,13033.3544921875,8389.146484375,6246.794921875,4035.48193359375,1944.7470703125,1078.4578857421875,33409.1796875,129359.140625,151760.8125,152250.703125,139007.8125,125094.7421875,101006.953125,94750.4765625,83267.2890625,66852.4375,54715.7578125,41864.0390625,30335.96484375,18343.771484375,12156.603515625,7871.5185546875,4375.63330078125,2123.2412109375,1034.75341796875,570.23486328125,2498212.827026367,321471.87890625,1509623.43359375,62859.96765136719,100.16740380323445,25.458789126152602,21.29483894807904,4.163950178073563,12.868074145984561,2.516197458092058
Nandi,2022,11813.486328125,45768.23046875,59977.0234375,64859.62109375,60097.4609375,43969.125,35973.90234375,34439.8125,25358.58203125,22370.060546875,19743.18359375,15364.265625,12544.48828125,8531.3173828125,6031.99365234375,3600.1728515625,2804.655517578125,1919.6011962890625,935.4559326171875,521.915283203125,12008.7158203125,46497.31640625,60978.23828125,65256.9296875,59961.84765625,44312.03125,33925.6171875,33238.2890625,28473.75390625,23641.2265625,19730.375,14530.205078125,11644.21484375,8153.5595703125,5212.4541015625,3325.859375,2292.15625,1210.66552734375,553.6510009765625,283.912109375,951855.3726806641,116087.7490234375,556003.318359375,28692.492797851562,99.707665939551,26.039456427795955,20.878966939618824,5.160489488177129,12.195944085129783,3.01437525293851
Narok,2022,23334.240234375,90401.7578125,114553.71875,103221.9140625,76397.21875,63520.953125,51653.015625,43154.03515625,30871.2421875,26307.9375,22058.0078125,16408.59765625,12448.3837890625,8922.3134765625,5076.27197265625,3596.64453125,2211.787353515625,1433.64208984375,900.6083984375,619.8848876953125,23716.70703125,91829.609375,117146.9453125,104836.3125,79203.5625,59833.41796875,47678.9765625,43174.30859375,34358.375,27264.75,22737.96484375,16567.720703125,11520.4892578125,8045.427734375,4980.61328125,3320.215576171875,1980.2236328125,992.7360229492188,501.39080810546875,294.9892883300781,1397076.91116333,229282.314453125,702126.6982421875,25909.007843017578,100.41494667772221,36.34548051441826,32.65540464807075,3.6900758663475113,16.411574239116458,1.8545154984662544
Nyamira,2022,6686.462890625,25904.931640625,37575.3828125,44201.1953125,36121.25390625,23957.9609375,23129.21875,24587.39453125,16866.8671875,15154.544921875,13832.19140625,9156.234375,10537.71875,7849.57470703125,4870.08251953125,3119.918212890625,1865.4560546875,1249.409423828125,774.0687255859375,513.73193359375,6718.630859375,26014.296875,38086.35546875,44443.2109375,35215.1171875,20834.255859375,17618.96484375,18421.7421875,16432.078125,14227.140625,11646.5263671875,9151.73828125,9948.646484375,7145.40380859375,4052.452880859375,2706.67138671875,1492.1728515625,747.8900756835938,409.43328857421875,265.58673095703125,593531.9141235352,65324.322265625,341834.5732421875,22066.874084472656,92.73420283210176,25.565347448978365,19.109922570454323,6.455424878524041,11.006033662417128,3.7178917526378794
Nyandarua,2022,7307.44091796875,28310.74609375,36113.703125,39373.5,37956.01171875,24345.6875,19776.4609375,21131.60546875,22693.142578125,19287.18359375,18181.96875,16541.1953125,12146.125,7125.888671875,5075.09765625,3788.35498046875,3357.7099609375,1979.9786376953125,789.3190307617188,404.51806640625,7505.4541015625,29060.849609375,37156.31640625,41013.1796875,39769.26171875,25903.54296875,19340.53515625,20233.1953125,20764.92578125,17750.7890625,16184.861328125,14618.5625,11218.03515625,6573.134765625,4294.58984375,3061.5927734375,1929.8150634765625,1001.7001953125,508.8544616699219,303.13128662109375,643877.9651794434,72184.49072265625,391542.11328125,26494.66195678711,97.6992197545039,25.202691953741585,18.43594552773054,6.766746426011047,11.210896260837105,4.114857688817363
Nyeri,2022,7593.5146484375,29419.0625,36292.890625,36725.234375,37142.3984375,29377.953125,24685.2421875,26595.306640625,29900.990234375,25516.203125,23572.7265625,23505.890625,17384.978515625,10936.8828125,8076.6064453125,6363.71923828125,5128.50732421875,3409.44921875,1706.2684326171875,940.3142700195312,7839.5,30354.26171875,36856.8671875,37651.0703125,38281.921875,31467.953125,24722.02734375,26979.1640625,28592.095703125,24842.056640625,22685.2734375,21140.287109375,16494.833984375,9777.7880859375,6918.88427734375,5466.705078125,3130.446044921875,1543.3846435546875,810.751708984375,480.697998046875,760310.1096801758,75206.3388671875,493601.9736328125,43975.73468017578,97.85617397506192,24.145380268682253,15.236231393826039,8.909148874856214,9.891534771097945,5.7839208133999644
Samburu,2022,6183.833984375,23957.626953125,29861.630859375,26505.130859375,20150.314453125,17282.505859375,13061.9814453125,10206.78515625,7142.3466796875,5788.23779296875,5380.2978515625,3917.245849609375,2646.18603515625,2747.715576171875,1576.701171875,1256.8043212890625,710.2349853515625,427.8913269042969,295.10626220703125,231.35357666015625,6279.95751953125,24315.775390625,30612.2734375,28132.87109375,23619.55078125,17590.80078125,13089.5302734375,10000.8271484375,6929.126953125,6463.5888671875,5049.4892578125,3547.859375,2611.697021484375,2393.939697265625,1198.37158203125,1090.72021484375,639.6770629882812,303.09197998046875,176.6464080810547,123.85071563720703,363499.5765609741,60737.19384765625,179620.02685546875,8030.449607849121,102.69877679341157,38.285064677581445,33.8142660988067,4.47079857877475,16.70901364515567,2.2092046664329685
Siaya,2022,13938.4765625,54000.9453125,73720.8203125,80047.265625,66851.296875,46908.8671875,38752.078125,36720.41015625,28721.08984375,24069.02734375,19530.115234375,19979.01953125,17732.578125,15224.7978515625,11451.958984375,7547.892578125,5325.24658203125,3409.417236328125,1693.4566650390625,903.6641845703125,14032.64453125,54333.890625,73464.96875,79831.046875,65717.4375,42085.8359375,31995.140625,32326.330078125,28915.078125,22699.97265625,16452.775390625,14103.4501953125,11882.69921875,9685.951171875,7170.404296875,5054.25732421875,2916.75390625,1505.375244140625,804.3706665039062,478.5623779296875,1081985.3698120117,136305.95703125,590353.951171875,48261.36004638672,90.98518686287886,31.26384039799574,23.088853180482236,8.17498721751351,12.597763411064635,4.460444789079896
TaitaTaveta,2022,4434.8095703125,17180.478515625,19911.876953125,20964.89453125,19385.234375,15648.40625,13534.447265625,12285.6044921875,12077.2763671875,9906.828125,9004.251953125,7554.4306640625,6451.98828125,4827.951171875,3353.362060546875,2140.76220703125,1425.966552734375,985.992919921875,589.3128662109375,407.13909912109375,4479.5029296875,17343.353515625,20096.33203125,21136.08984375,19732.60546875,16904.94140625,14738.0087890625,14343.3984375,13872.123046875,11427.765625,9861.240234375,8297.8984375,6258.1689453125,4561.248046875,3057.154296875,1820.9974365234375,1080.616943359375,531.3985595703125,248.3013458251953,137.980712890625,372000.14027404785,43438.14453125,230673.8173828125,15778.985000610352,104.31595982769586,25.67137016403866,18.83098178375513,6.840388380283528,11.676916169776081,4.241661035123849
TanaRiver,2022,11338.501953125,43928.02734375,53570.2421875,47606.828125,36646.109375,30452.275390625,24943.45703125,18972.18359375,16057.1162109375,12326.9462890625,9982.400390625,8289.4345703125,5778.1328125,5276.748046875,2919.51123046875,2110.1923828125,1024.996826171875,604.451416015625,510.41461181640625,491.1619873046875,12115.37890625,46910.31640625,57938.7265625,51363.83203125,38992.68359375,31027.97265625,23095.501953125,18732.1953125,16237.04296875,13627.50390625,10503.0439453125,9045.9208984375,6511.3564453125,5500.97119140625,2733.544921875,2014.177490234375,1092.8306884765625,538.9349365234375,357.5107421875,266.08331298828125,681434.6606445312,114292.224609375,341998.99658203125,14663.810546875,104.74008900921461,37.70655365806574,33.41887717555366,4.287676482512066,16.772293986524303,2.151902653881051
Tharaka-Nithi,2022,3683.8544921875,14272.119140625,18339.869140625,20307.69921875,19332.2265625,13878.677734375,11499.33984375,11730.291015625,11623.046875,9456.541015625,9291.4697265625,6795.263671875,6266.56298828125,4641.3994140625,3551.59765625,2543.953369140625,1602.078125,1171.164794921875,783.7044677734375,529.2537841796875,3695.07861328125,14307.212890625,18551.146484375,20340.08203125,18936.8828125,13908.58984375,11339.904296875,11619.201171875,11388.0859375,9603.3154296875,8751.64453125,6829.71826171875,6039.3466796875,4444.0556640625,2970.95849609375,2017.400634765625,1197.62890625,649.662353515625,362.8836669921875,228.29673767089844,338481.20848083496,35958.26513671875,207375.5634765625,17608.58299255371,97.59543790114635,25.830839097551898,17.339682908580855,8.491156188971043,10.623415491248677,5.202233551334865
TransNzoia,2022,14503.501953125,56189.3828125,74652.0,77574.515625,68612.015625,47237.61328125,37774.96484375,34346.203125,27656.890625,24989.900390625,19659.509765625,16993.814453125,13853.3662109375,9536.919921875,6012.2470703125,3638.09033203125,2620.908447265625,1673.1666259765625,815.2840576171875,458.71307373046875,14833.251953125,57433.16796875,75139.5625,77577.8515625,68985.125,46263.2578125,34617.9609375,32786.4609375,28537.90625,24169.009765625,18947.5859375,15232.7685546875,12292.3671875,8835.7900390625,5331.11962890625,3320.521240234375,1942.076171875,979.07666015625,490.435791015625,278.2457275390625,1066792.5498657227,142959.3046875,591329.4306640625,27559.884826660156,97.99452737504642,28.836580875514215,24.175915703528712,4.660665171985508,13.400853306061645,2.5834343172090133
Turkana,2022,14875.75390625,57631.859375,75241.0703125,70946.6171875,59858.359375,46966.59375,39027.51953125,29840.61328125,24777.36328125,18721.083984375,13925.3037109375,10865.017578125,7394.951171875,6666.1826171875,4328.05859375,3182.9296875,1793.2725830078125,904.4656982421875,465.1471252441406,331.1317138671875,15169.2451171875,58734.3984375,78561.5,78271.484375,73723.21875,58419.3046875,42924.8828125,30859.677734375,23278.33203125,18870.046875,13539.587890625,10904.1376953125,6579.01904296875,5494.54345703125,3174.10888671875,2449.02392578125,1353.4208984375,551.903564453125,260.4865417480469,177.3367919921875,1011038.9539794922,146411.2568359375,542635.7392578125,18971.286010742188,107.28915506472134,30.477635526344226,26.98149905057688,3.496136475767349,14.481267636588738,1.8764149428734076
UasinGishu,2022,16607.4296875,64341.08984375,77144.5,81321.4375,79241.953125,73817.515625,59231.0546875,50641.09375,41029.703125,32346.77734375,26657.392578125,19294.150390625,14991.0263671875,9567.828125,6301.52978515625,3654.75390625,2941.609375,1963.089599609375,902.3350830078125,484.28485107421875,16826.41796875,65151.28125,78726.828125,79970.9375,75786.4375,73067.03125,59644.484375,51928.8359375,44097.8046875,34709.29296875,27986.732421875,20111.646484375,14742.2529296875,9253.48046875,5667.1201171875,3461.836669921875,2198.65087890625,1122.935546875,519.0298461914062,271.2566833496094,1327724.8483581543,162926.21875,818146.494140625,29488.432342529297,100.41718037477085,23.518361622344937,19.914064280277398,3.604297342067538,12.271083044914935,2.2209746529180556
Vihiga,2022,6733.4306640625,26086.896484375,37699.89453125,42298.28125,37604.34375,21811.93359375,17072.4453125,17029.26171875,15742.19921875,14165.96875,12245.447265625,12444.607421875,11117.904296875,9398.2509765625,6846.509765625,4290.8115234375,3392.04052734375,2278.6435546875,1090.1072998046875,574.9801635742188,6672.578125,25835.982421875,37356.09765625,41494.875,37093.8984375,21780.689453125,14673.9921875,14931.830078125,14432.3828125,12617.1640625,10888.33203125,9837.927734375,8656.568359375,7503.93408203125,5518.740234375,3838.29931640625,2309.297607421875,1174.8082275390625,590.506591796875,330.99383544921875,577462.8563232422,65328.8876953125,321049.08154296875,32235.738647460938,92.5364215787941,30.389318005170974,20.348567073090653,10.040750932080318,11.313089141571355,5.5823051291487
Wajir,2022,13937.6123046875,53997.59765625,70933.109375,62561.41015625,47923.81640625,34302.8359375,30466.37890625,24181.716796875,19931.091796875,14889.8466796875,7605.5146484375,6578.916015625,3629.76025390625,2973.92724609375,1336.838623046875,1136.890625,483.9347229003906,274.3876037597656,269.4458923339844,354.1939697265625,14061.12109375,54444.16796875,74564.484375,76224.1953125,62777.61328125,38506.9375,29966.322265625,26188.04296875,19492.87890625,18916.90625,10744.6923828125,11114.287109375,5572.1376953125,5310.4873046875,2111.467529296875,1722.707763671875,886.3688354492188,387.2149658203125,249.67156982421875,224.8336639404297,851235.7643585205,136440.4990234375,421074.1103515625,9437.955764770508,114.00241887473616,34.64436573087132,32.402965575233495,2.241400155637825,16.02852050351258,1.1087358120911215
WestPokot,2022,13658.8935546875,52914.42578125,60957.0625,53788.734375,41435.4609375,32941.80078125,24974.9609375,20080.326171875,14376.8388671875,12190.873046875,10846.2041015625,8187.3115234375,5597.01904296875,5136.61083984375,3852.1494140625,2498.66796875,1404.949951171875,803.3319702148438,454.4034423828125,337.9492492675781,13842.5859375,53594.671875,61147.75,53745.40625,41812.37109375,31369.34765625,24225.826171875,20449.59765625,14660.6279296875,12131.7001953125,10763.330078125,7824.10498046875,5390.0498046875,4183.35205078125,2915.76416015625,2029.4212646484375,1060.2183837890625,448.09014892578125,207.00839233398438,124.93572998046875,728364.1342163086,134010.5771484375,348577.7138671875,16136.890075683594,98.7687371364952,43.074316357852176,38.444964154965234,4.6293522028869445,18.398843497782554,2.2154976223597638
